Directory,File,Validation,Id,Id_avantvalidation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Opérateur,Site,Habitat1,Habitat2,Machine,Projet
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_215319_915.wav,A. Mazurie,Myomys,Myosp,Main,Myosp,8,Myoema,4,2014,6,6,21,53,6/06/2014,21:53,6/06/2014,LIFEB_0,4,62,0,0,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_220038_121.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,6,22,0,6/06/2014,22:00,6/06/2014,LIFEB_0,39,107,0,6,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_230104_196.wav,A. Mazurie,Rhifer,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,6,23,1,6/06/2014,23:01,6/06/2014,LIFEB_0,34,83,0,9,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_230104_196.wav,A. Mazurie,Rhifer,ChiroSp,Secondary,Rhisp,4,Rhifer,4,2014,6,6,23,1,6/06/2014,23:01,6/06/2014,LIFEB_0,5,70,0,3,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_230110_366.wav,A. Mazurie,Rhifer,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,6,23,1,6/06/2014,23:01,6/06/2014,LIFEB_0,25,83,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_230120_948.wav,A. Mazurie,Rhifer,Rhihip,Main,Rhisp,10,Rhihip,8,2014,6,6,23,1,6/06/2014,23:01,6/06/2014,LIFEB_0,22,83,0,10,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_230120_948.wav,A. Mazurie,Rhifer,ChiroSp,Secondary,Rhisp,5,Rhifer,5,2014,6,6,23,1,6/06/2014,23:01,6/06/2014,LIFEB_0,3,69,0,3,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_230141_279.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,6,23,1,6/06/2014,23:01,6/06/2014,LIFEB_0,20,81,0,8,2,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_230211_396.wav,P. Nyssen,Rhifer,Rhisp,Main,Rhisp,10,Rhifer,3,2014,6,6,23,2,6/06/2014,23:02,6/06/2014,LIFEB_0,21,83,32,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_230217_442.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,6,23,2,6/06/2014,23:02,6/06/2014,LIFEB_0,17,82,0,10,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_230323_990.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,6,23,3,6/06/2014,23:03,6/06/2014,LIFEB_0,12,71,0,9,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_230532_853.wav,A. Mazurie,Rhifer,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,6,23,5,6/06/2014,23:05,6/06/2014,LIFEB_0,12,83,0,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_230545_774.wav,A. Mazurie,Rhifer,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,6,23,5,6/06/2014,23:05,6/06/2014,LIFEB_0,11,83,0,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140606_233004_000.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,8,Rhihip,8,2014,6,6,23,30,6/06/2014,23:30,6/06/2014,LIFEB_0,1,97,0,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_234304_000.wav,A. Mazurie,Rhihip,Myosp,Secondary,Myosp,8,Myoema,4,2014,6,4,23,43,4/06/2014,23:43,4/06/2014,LIFEB_0,13,58,63,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
