Directory,File,Validation,Id,Id_avantvalidation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Opérateur,Site,Habitat1,Habitat2,Machine,Projet
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_214702_616.wav,A. Mazurie,parasi,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,21,47,4/06/2014,21:47,4/06/2014,LIFEB_0,7,106,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_214830_929.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,21,48,4/06/2014,21:48,4/06/2014,LIFEB_0,15,94,0,6,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_222033_905.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myobra,2,2014,6,4,22,20,4/06/2014,22:20,4/06/2014,LIFEB_0,16,53,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_224942_950.wav,A. Mazurie,parasi,ChiroSp,Main,Rhisp,1,Rhihip,1,2014,6,4,22,49,4/06/2014,22:49,4/06/2014,LIFEB_0,2,89,0,3,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_225842_768.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,0,2014,6,4,22,58,4/06/2014,22:58,4/06/2014,LIFEB_0,11,56,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_225847_334.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,1,2014,6,4,22,58,4/06/2014,22:58,4/06/2014,LIFEB_0,44,56,0,2,2,1,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_225852_335.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,0,2014,6,4,22,58,4/06/2014,22:58,4/06/2014,LIFEB_0,28,56,63,2,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_225940_230.wav,,ChiroSp,ChiroSp,Main,Myosp,4,Myoema,3,2014,6,4,22,59,4/06/2014,22:59,4/06/2014,LIFEB_0,8,56,74,1,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_231449_574.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,3,2014,6,4,23,14,4/06/2014,23:14,4/06/2014,LIFEB_0,25,56,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_231517_690.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,1,2014,6,4,23,15,4/06/2014,23:15,4/06/2014,LIFEB_0,65,57,0,1,3,1,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_231524_335.wav,,ChiroSp,ChiroSp,Main,Myosp,4,Myoema,1,2014,6,4,23,15,4/06/2014,23:15,4/06/2014,LIFEB_0,2,57,0,0,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_234226_967.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2014,6,4,23,42,4/06/2014,23:42,4/06/2014,LIFEB_0,5,62,75,0,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_234232_034.wav,A. Mazurie,Myomys,ChiroSp,Main,Myosp,0,Myonat,0,2014,6,4,23,42,4/06/2014,23:42,4/06/2014,LIFEB_0,2,62,0,0,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_234255_624.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,3,2014,6,4,23,42,4/06/2014,23:42,4/06/2014,LIFEB_0,47,63,0,6,1,1,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_234255_624.wav,A. Mazurie,Rhihip,Rhihip,Secondary,Rhisp,10,Rhihip,10,2014,6,4,23,42,4/06/2014,23:42,4/06/2014,LIFEB_0,21,105,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_234304_000.wav,A. Mazurie,Myoalc,Myosp,Main,Myosp,8,Myoema,4,2014,6,4,23,43,4/06/2014,23:43,4/06/2014,LIFEB_0,13,58,63,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_234306_362.wav,,ChiroSp,ChiroSp,Main,Myosp,2,Myoema,2,2014,6,4,23,43,4/06/2014,23:43,4/06/2014,LIFEB_0,9,59,34,1,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235018_518.wav,,ChiroSp,ChiroSp,Main,Myosp,4,Myoema,3,2014,6,4,23,50,4/06/2014,23:50,4/06/2014,LIFEB_0,31,63,0,1,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235023_518.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,2,2014,6,4,23,50,4/06/2014,23:50,4/06/2014,LIFEB_0,14,63,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235028_831.wav,,Myosp,Myosp,Main,Myosp,9,Myoema,3,2014,6,4,23,50,4/06/2014,23:50,4/06/2014,LIFEB_0,2,59,49,1,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235034_162.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,3,2014,6,4,23,50,4/06/2014,23:50,4/06/2014,LIFEB_0,20,63,61,1,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235044_216.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,4,2014,6,4,23,50,4/06/2014,23:50,4/06/2014,LIFEB_0,33,58,0,2,0,1,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235102_060.wav,A. Mazurie,Myoalc,Myosp,Main,Myosp,9,Myoema,4,2014,6,4,23,51,4/06/2014,23:51,4/06/2014,LIFEB_0,4,56,66,1,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235105_767.wav,,Myosp,Myosp,Main,Myosp,8,Myoema,3,2014,6,4,23,51,4/06/2014,23:51,4/06/2014,LIFEB_0,32,58,0,1,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235538_220.wav,,ChiroSp,ChiroSp,Main,Myosp,3,Myoema,3,2014,6,4,23,55,4/06/2014,23:55,4/06/2014,LIFEB_0,5,64,0,1,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235615_015.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,8,Rhihip,8,2014,6,4,23,56,4/06/2014,23:56,4/06/2014,LIFEB_0,6,47,38,5,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235729_795.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,57,4/06/2014,23:57,4/06/2014,LIFEB_0,16,95,0,6,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235737_773.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,57,4/06/2014,23:57,4/06/2014,LIFEB_0,87,96,0,7,3,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235744_830.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,57,4/06/2014,23:57,4/06/2014,LIFEB_0,14,98,11,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235753_548.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,57,4/06/2014,23:57,4/06/2014,LIFEB_0,39,106,0,8,5,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235758_044.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,57,4/06/2014,23:57,4/06/2014,LIFEB_0,121,106,0,9,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235804_000.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,58,4/06/2014,23:58,4/06/2014,LIFEB_0,30,107,45,10,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235811_110.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,58,4/06/2014,23:58,4/06/2014,LIFEB_0,65,107,39,10,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235818_832.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,58,4/06/2014,23:58,4/06/2014,LIFEB_0,39,106,0,10,3,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235822_673.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,58,4/06/2014,23:58,4/06/2014,LIFEB_0,17,108,46,10,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235829_311.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,58,4/06/2014,23:58,4/06/2014,LIFEB_0,13,46,0,6,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235836_411.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,58,4/06/2014,23:58,4/06/2014,LIFEB_0,1,107,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235842_021.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,58,4/06/2014,23:58,4/06/2014,LIFEB_0,8,95,42,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235847_609.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,58,4/06/2014,23:58,4/06/2014,LIFEB_0,29,107,0,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235855_268.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,58,4/06/2014,23:58,4/06/2014,LIFEB_0,50,106,0,7,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140604_235900_790.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,4,23,59,4/06/2014,23:59,4/06/2014,LIFEB_0,10,106,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_000251_832.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,0,2,5/06/2014,0:02,4/06/2014,LIFEB_0,38,101,0,8,2,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_001144_042.wav,,Myosp,Myosp,Main,Myosp,8,Myoema,2,2014,6,5,0,11,5/06/2014,0:11,4/06/2014,LIFEB_0,40,58,0,1,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_001150_807.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,4,2014,6,5,0,11,5/06/2014,0:11,4/06/2014,LIFEB_0,11,60,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_001336_122.wav,,Myosp,Myosp,Main,Myosp,6,Myoalc,0,2014,6,5,0,13,5/06/2014,0:13,4/06/2014,LIFEB_0,1,59,0,0,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_002011_768.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,7,Rhihip,7,2014,6,5,0,20,5/06/2014,0:20,4/06/2014,LIFEB_0,11,95,47,5,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_002128_408.wav,,ChiroSp,ChiroSp,Main,Myosp,3,Myoema,2,2014,6,5,0,21,5/06/2014,0:21,4/06/2014,LIFEB_0,17,57,51,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_002628_574.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,0,26,5/06/2014,0:26,4/06/2014,LIFEB_0,19,80,0,9,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_002628_574.wav,A. Mazurie,Rhihip,Rhihip,Secondary,Rhisp,10,Rhihip,10,2014,6,5,0,26,5/06/2014,0:26,4/06/2014,LIFEB_0,3,45,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_002647_961.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,6,2014,6,5,0,26,5/06/2014,0:26,4/06/2014,LIFEB_0,36,83,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_002940_336.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,0,29,5/06/2014,0:29,4/06/2014,LIFEB_0,17,106,0,9,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_002943_798.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,0,29,5/06/2014,0:29,4/06/2014,LIFEB_0,18,106,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_002948_525.wav,P. Nyssen,Rhifer,Rhisp,Main,Rhisp,10,Rhihip,1,2014,6,5,0,29,5/06/2014,0:29,4/06/2014,LIFEB_0,5,82,0,9,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004047_204.wav,,Myosp,Myosp,Main,Myosp,8,Myoema,2,2014,6,5,0,40,5/06/2014,0:40,4/06/2014,LIFEB_0,8,57,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004535_157.wav,,Myosp,Myosp,Main,Myosp,8,Myoema,3,2014,6,5,0,45,5/06/2014,0:45,4/06/2014,LIFEB_0,3,58,0,0,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004933_653.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,90,81,0,9,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004938_980.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,148,82,0,10,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004938_980.wav,A. Mazurie,Rhifer,ChiroSp,Secondary,Rhisp,0,Rhihip,0,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,4,83,0,7,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004943_981.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,51,82,0,9,2,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004943_981.wav,,parasi,parasi,Secondary,parasi,5,parasi,5,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,3,122,0,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004948_877.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,135,82,0,10,4,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004948_877.wav,,parasi,parasi,Secondary,parasi,1,parasi,1,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,3,22,0,4,6,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004953_878.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,13,82,13,9,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004954_612.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,7,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,106,83,0,10,4,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004954_612.wav,A. Mazurie,parasi,Rhihip,Secondary,Rhisp,10,Rhihip,10,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,6,83,0,6,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004954_612.wav,,ChiroSp,ChiroSp,Tertiary,Pip35,0,Pipkuh,0,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,2,38,0,1,2,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004959_612.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,43,82,0,10,3,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_004959_612.wav,A. Mazurie,parasi,Rhihip,Secondary,Rhisp,10,Rhihip,10,2014,6,5,0,49,5/06/2014,0:49,4/06/2014,LIFEB_0,3,37,0,6,2,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_005930_404.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,4,2014,6,5,0,59,5/06/2014,0:59,4/06/2014,LIFEB_0,7,56,83,1,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_010921_206.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,1,9,5/06/2014,1:09,4/06/2014,LIFEB_0,62,107,0,10,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_012200_854.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,7,2014,6,5,1,22,5/06/2014,1:22,4/06/2014,LIFEB_0,1,107,0,9,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_013205_734.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,9,Rhihip,9,2014,6,5,1,32,5/06/2014,1:32,4/06/2014,LIFEB_0,6,95,69,5,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
