Directory,File,Id-avant-validation,Id,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Opérateur,Site,Habitat1,Habitat2,SM2,Validation,Machine,Projet,Commentaires
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191700_000.wav,PippiT,PippiT,Main,Pip50,10,PippiT,6,2013,10,2,19,17,2/10/2013,19:17,2/10/2013,0,83,51,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,A. Mazurie,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191708_786.wav,Pip50,Pip50,Main,Pip50,10,PippiT,3,2013,10,2,19,17,2/10/2013,19:17,2/10/2013,0,71,51,68,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191713_786.wav,PippiT,PippiT,Main,Pip50,10,PippiT,6,2013,10,2,19,17,2/10/2013,19:17,2/10/2013,0,16,50,0,4,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191719_728.wav,Pip50,Pip50,Main,Pip50,10,PippiT,5,2013,10,2,19,17,2/10/2013,19:17,2/10/2013,0,101,51,0,4,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191724_728.wav,PippiT,PippiT,Main,Pip50,10,PippiT,9,2013,10,2,19,17,2/10/2013,19:17,2/10/2013,0,36,50,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191732_094.wav,Pip50,Pip50,Main,Pip50,10,PippiT,4,2013,10,2,19,17,2/10/2013,19:17,2/10/2013,0,79,51,61,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191737_095.wav,Pip50,Pip50,Main,Pip50,10,PippiT,5,2013,10,2,19,17,2/10/2013,19:17,2/10/2013,0,111,51,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191742_096.wav,PippiT,PippiT,Main,Pip50,10,PippiT,7,2013,10,2,19,17,2/10/2013,19:17,2/10/2013,0,17,50,0,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191750_463.wav,Pip50,Pip50,Main,Pip50,10,PippiT,5,2013,10,2,19,17,2/10/2013,19:17,2/10/2013,0,101,51,0,5,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191755_464.wav,PippiT,PippiT,Main,Pip50,10,PippiT,6,2013,10,2,19,17,2/10/2013,19:17,2/10/2013,0,14,50,0,4,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191801_492.wav,Pip50,Pip50,Main,Pip50,10,PippiT,2,2013,10,2,19,18,2/10/2013,19:18,2/10/2013,0,105,51,0,5,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191806_492.wav,Pip50,Pip50,Main,Pip50,10,Pippyg,1,2013,10,2,19,18,2/10/2013,19:18,2/10/2013,0,10,50,78,4,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191811_164.wav,Pip50,Pip50,Main,Pip50,10,PippiT,5,2013,10,2,19,18,2/10/2013,19:18,2/10/2013,0,101,51,0,4,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191823_534.wav,Pip50,Pip50,Main,Pip50,9,PippiT,5,2013,10,2,19,18,2/10/2013,19:18,2/10/2013,0,107,51,0,4,2,2,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191828_535.wav,PippiT,PippiT,Main,Pip50,10,PippiT,6,2013,10,2,19,18,2/10/2013,19:18,2/10/2013,0,9,50,57,5,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191840_258.wav,Pip50,Pip50,Main,Pip50,10,PippiT,4,2013,10,2,19,18,2/10/2013,19:18,2/10/2013,0,72,52,0,5,1,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191850_754.wav,Pip50,Pip50,Main,Pip50,10,Pippyg,3,2013,10,2,19,18,2/10/2013,19:18,2/10/2013,0,25,51,89,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191855_206.wav,Pip50,Pip50,Main,Pip50,9,PippiT,5,2013,10,2,19,18,2/10/2013,19:18,2/10/2013,0,96,51,0,4,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191900_206.wav,PippiT,PippiT,Main,Pip50,10,PippiT,8,2013,10,2,19,19,2/10/2013,19:19,2/10/2013,0,30,50,0,6,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191910_990.wav,Pip50,Pip50,Main,Pip50,10,PippiT,1,2013,10,2,19,19,2/10/2013,19:19,2/10/2013,0,94,52,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191915_990.wav,Pip50,Pip50,Main,Pip50,10,Pippyg,3,2013,10,2,19,19,2/10/2013,19:19,2/10/2013,0,42,51,0,5,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191921_928.wav,Pip50,Pip50,Main,Pip50,10,PippiT,1,2013,10,2,19,19,2/10/2013,19:19,2/10/2013,0,92,52,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191926_929.wav,Pip50,Pip50,Main,Pip50,10,PippiT,0,2013,10,2,19,19,2/10/2013,19:19,2/10/2013,0,11,50,73,5,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191930_880.wav,Pip50,Pip50,Main,Pip50,10,PippiT,2,2013,10,2,19,19,2/10/2013,19:19,2/10/2013,0,107,52,0,5,4,2,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191935_881.wav,PippiT,PippiT,Main,Pip50,10,PippiT,6,2013,10,2,19,19,2/10/2013,19:19,2/10/2013,0,13,50,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191938_215.wav,Pip50,Pip50,Main,Pip50,10,PippiT,2,2013,10,2,19,19,2/10/2013,19:19,2/10/2013,0,112,52,0,5,2,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191943_216.wav,ChiroSp,ChiroSp,Main,Pip50,1,PippiT,1,2013,10,2,19,19,2/10/2013,19:19,2/10/2013,0,2,51,0,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191949_855.wav,Pip50,Pip50,Main,Pip50,9,PippiT,5,2013,10,2,19,19,2/10/2013,19:19,2/10/2013,0,100,51,0,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_191954_856.wav,PippiT,PippiT,Main,Pip50,10,PippiT,9,2013,10,2,19,19,2/10/2013,19:19,2/10/2013,0,18,50,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192002_612.wav,Pip50,Pip50,Main,Pip50,10,Pippyg,5,2013,10,2,19,20,2/10/2013,19:20,2/10/2013,0,14,51,91,5,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192009_103.wav,Pip50,Pip50,Main,Pip50,8,Pippyg,4,2013,10,2,19,20,2/10/2013,19:20,2/10/2013,0,90,56,36,4,1,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192009_103.wav,ChiroSp,ChiroSp,Secondary,Myosp,1,Myoema,1,2013,10,2,19,20,2/10/2013,19:20,2/10/2013,0,6,59,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192014_104.wav,Pip50,Pip50,Main,Pip50,10,Pippyg,4,2013,10,2,19,20,2/10/2013,19:20,2/10/2013,0,30,51,69,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192019_410.wav,Pip50,Pip50,Main,Pip50,9,PippiT,2,2013,10,2,19,20,2/10/2013,19:20,2/10/2013,0,130,51,0,5,3,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192024_410.wav,Pip50,Pip50,Main,Pip50,8,PippiT,5,2013,10,2,19,20,2/10/2013,19:20,2/10/2013,0,2,50,0,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192032_096.wav,Pip50,Pip50,Main,Pip50,10,PippiT,1,2013,10,2,19,20,2/10/2013,19:20,2/10/2013,0,92,52,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192037_097.wav,Pip50,Pip50,Main,Pip50,10,Pippyg,2,2013,10,2,19,20,2/10/2013,19:20,2/10/2013,0,19,51,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192040_250.wav,Pip50,Pip50,Main,Pip50,9,PippiT,4,2013,10,2,19,20,2/10/2013,19:20,2/10/2013,0,100,51,0,5,3,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192045_250.wav,ChiroSp,ChiroSp,Main,Pip50,4,PippiT,2,2013,10,2,19,20,2/10/2013,19:20,2/10/2013,0,4,50,174,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192047_416.wav,Pip50,Pip50,Main,Pip50,10,PippiT,4,2013,10,2,19,20,2/10/2013,19:20,2/10/2013,0,111,51,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192052_417.wav,PippiT,PippiT,Main,Pip50,9,PippiT,9,2013,10,2,19,20,2/10/2013,19:20,2/10/2013,0,14,50,0,4,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192101_538.wav,Pip50,Pip50,Main,Pip50,10,PippiT,1,2013,10,2,19,21,2/10/2013,19:21,2/10/2013,0,79,52,61,4,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192106_538.wav,Pip50,Pip50,Main,Pip50,10,PippiT,2,2013,10,2,19,21,2/10/2013,19:21,2/10/2013,0,119,52,0,5,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192111_539.wav,Pip50,Pip50,Main,Pip50,10,PippiT,4,2013,10,2,19,21,2/10/2013,19:21,2/10/2013,0,14,50,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192113_837.wav,ChiroSp,ChiroSp,Main,Pip50,0,Pippyg,0,2013,10,2,19,21,2/10/2013,19:21,2/10/2013,0,2,53,0,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192126_666.wav,Pip50,Pip50,Main,Pip50,10,PippiT,5,2013,10,2,19,21,2/10/2013,19:21,2/10/2013,0,90,51,0,5,1,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192131_666.wav,PippiT,PippiT,Main,Pip50,10,PippiT,6,2013,10,2,19,21,2/10/2013,19:21,2/10/2013,0,60,50,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192143_740.wav,Pip50,Pip50,Main,Pip50,9,PippiT,5,2013,10,2,19,21,2/10/2013,19:21,2/10/2013,0,109,51,0,5,1,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192148_741.wav,PippiT,PippiT,Main,Pip50,10,PippiT,7,2013,10,2,19,21,2/10/2013,19:21,2/10/2013,0,10,50,69,5,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192213_605.wav,PippiT,PippiT,Main,Pip50,10,PippiT,7,2013,10,2,19,22,2/10/2013,19:22,2/10/2013,0,93,50,0,5,2,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192234_239.wav,PippiT,PippiT,Main,Pip50,10,PippiT,6,2013,10,2,19,22,2/10/2013,19:22,2/10/2013,0,103,51,0,5,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192239_240.wav,PippiT,PippiT,Main,Pip50,7,PippiT,6,2013,10,2,19,22,2/10/2013,19:22,2/10/2013,0,6,50,0,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192307_372.wav,PippiT,PippiT,Main,Pip50,10,PippiT,6,2013,10,2,19,23,2/10/2013,19:23,2/10/2013,0,107,51,0,5,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192332_664.wav,PippiT,PippiT,Main,Pip50,10,PippiT,7,2013,10,2,19,23,2/10/2013,19:23,2/10/2013,0,108,51,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192337_665.wav,Pip50,Pip50,Main,Pip50,10,PippiT,4,2013,10,2,19,23,2/10/2013,19:23,2/10/2013,0,65,51,43,5,6,5,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192352_429.wav,Pip50,Pip50,Main,Pip50,10,PippiT,4,2013,10,2,19,23,2/10/2013,19:23,2/10/2013,0,17,51,82,5,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192402_413.wav,PippiT,PippiT,Main,Pip50,9,PippiT,9,2013,10,2,19,24,2/10/2013,19:24,2/10/2013,0,12,50,87,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192416_266.wav,Pip50,Pip50,Main,Pip50,10,PippiT,5,2013,10,2,19,24,2/10/2013,19:24,2/10/2013,0,25,51,63,5,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192422_612.wav,Pip50,Pip50,Main,Pip50,10,PippiT,3,2013,10,2,19,24,2/10/2013,19:24,2/10/2013,0,66,51,72,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192434_044.wav,Pip50,Pip50,Main,Pip50,9,PippiT,5,2013,10,2,19,24,2/10/2013,19:24,2/10/2013,0,111,51,0,4,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192439_044.wav,PippiT,PippiT,Main,Pip50,10,PippiT,8,2013,10,2,19,24,2/10/2013,19:24,2/10/2013,0,10,50,68,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192442_988.wav,Pip50,Pip50,Main,Pip50,10,Pippyg,4,2013,10,2,19,24,2/10/2013,19:24,2/10/2013,0,72,52,58,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192447_989.wav,Pip50,Pip50,Main,Pip50,10,PippiT,3,2013,10,2,19,24,2/10/2013,19:24,2/10/2013,0,79,51,42,5,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192452_990.wav,Pip50,Pip50,Main,Pip50,6,Pippyg,2,2013,10,2,19,24,2/10/2013,19:24,2/10/2013,0,67,59,0,5,3,3,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192452_990.wav,ChiroSp,ChiroSp,Secondary,Myosp,2,Myoalc,0,2013,10,2,19,24,2/10/2013,19:24,2/10/2013,0,5,59,0,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192509_501.wav,Pip50,Pip50,Main,Pip50,10,PippiT,2,2013,10,2,19,25,2/10/2013,19:25,2/10/2013,0,118,52,0,5,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192514_502.wav,Pip50,Pip50,Main,Pip50,10,PippiT,4,2013,10,2,19,25,2/10/2013,19:25,2/10/2013,0,5,50,0,5,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192523_739.wav,PippiT,PippiT,Main,Pip50,10,PippiT,7,2013,10,2,19,25,2/10/2013,19:25,2/10/2013,0,31,50,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192534_758.wav,Pip50,Pip50,Main,Pip50,9,PippiT,3,2013,10,2,19,25,2/10/2013,19:25,2/10/2013,0,114,52,0,4,1,4,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192539_758.wav,Pip50,Pip50,Main,Pip50,10,PippiT,1,2013,10,2,19,25,2/10/2013,19:25,2/10/2013,0,86,52,62,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192544_759.wav,PippiT,PippiT,Main,Pip50,10,PippiT,6,2013,10,2,19,25,2/10/2013,19:25,2/10/2013,0,16,51,76,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192552_008.wav,Pip50,Pip50,Main,Pip50,9,PippiT,4,2013,10,2,19,25,2/10/2013,19:25,2/10/2013,0,112,51,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192557_009.wav,Pip50,Pip50,Main,Pip50,10,Pippyg,4,2013,10,2,19,25,2/10/2013,19:25,2/10/2013,0,74,54,0,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192557_009.wav,ChiroSp,ChiroSp,Secondary,Myosp,0,Myobra,0,2013,10,2,19,25,2/10/2013,19:25,2/10/2013,0,2,53,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192619_089.wav,Pip50,Pip50,Main,Pip50,9,PippiT,1,2013,10,2,19,26,2/10/2013,19:26,2/10/2013,0,151,52,0,5,2,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192624_090.wav,Pip50,Pip50,Main,Pip50,10,Pippyg,1,2013,10,2,19,26,2/10/2013,19:26,2/10/2013,0,14,52,76,5,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_192631_818.wav,Pip50,Pip50,Main,Pip50,10,Pippyg,3,2013,10,2,19,26,2/10/2013,19:26,2/10/2013,0,58,53,54,5,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
